Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Stress_Level
3981,6.73,8.85,8.0,2.91,3.25,10.0,0.01,Low
3982,4.98,8.11,0.92,2.3,2.01,10.0,0.83,Low
3983,5.4,8.53,0.41,0.38,3.85,10.0,0.53,Moderate
3984,7.93,7.14,1.13,1.16,2.4,8.46,0.28,Moderate
3985,5.84,6.69,2.6,0.8,4.34,9.76,0.41,Moderate
3986,11.57,8.09,0.0,0.74,0.5,8.34,2.13,High
3987,8.46,8.34,3.54,0.09,0.5,9.68,0.35,Moderate
3988,5.73,8.27,1.62,1.51,8.11,8.5,0.37,Moderate
3989,2.05,8.35,5.72,0.8,4.45,8.67,1.5,Moderate
3990,4.92,7.98,0.27,0.98,6.98,6.37,0.49,Moderate
3991,3.92,7.86,2.89,0.74,6.34,9.31,0.27,Moderate
3992,3.83,8.68,1.07,1.07,1.32,9.79,0.45,Low
3993,10.69,6.49,4.86,0.18,3.47,3.18,0.12,High
3994,5.68,7.59,1.41,0.09,1.8,9.64,2.07,Low
3995,9.32,5.21,0.97,0.31,3.34,4.8,0.1,High
3996,8.32,9.15,1.25,1.04,0.5,10.0,0.22,Moderate
3997,6.95,7.73,2.32,0.02,1.01,10.0,3.35,Moderate
3998,6.51,8.1,2.23,0.55,2.05,10.0,0.6,Moderate
3999,6.48,7.24,1.63,0.85,2.87,9.96,0.04,Moderate
4000,7.8,5.63,0.28,0.11,4.06,5.34,1.72,High
4001,6.62,7.52,2.55,1.04,1.98,10.0,2.04,Moderate
4002,6.6,7.29,0.41,0.42,3.86,10.0,1.28,Moderate
4003,5.37,8.76,4.16,2.49,5.06,10.0,0.06,Moderate
4004,6.98,8.39,1.56,0.12,3.51,10.0,3.43,Moderate
4005,2.36,9.87,0.76,1.57,3.56,9.2,0.16,Moderate
4006,9.24,7.68,3.29,0.63,3.33,8.6,0.59,Moderate
4007,6.14,9.58,3.44,0.76,0.68,10.0,0.08,Low
4008,8.26,7.42,0.05,0.63,4.59,10.0,0.18,High
4009,7.68,8.34,0.8,2.4,1.15,9.67,0.42,Low
4010,5.81,8.39,2.11,0.21,5.72,10.0,2.3,Moderate
4011,7.63,5.35,4.39,0.09,5.31,2.76,0.13,High
4012,8.23,6.89,2.88,0.29,4.22,9.2,0.15,Moderate
4013,5.98,6.96,8.0,0.12,4.82,8.93,0.97,Low
4014,6.64,7.83,0.73,0.29,3.4,9.07,0.69,Moderate
4015,3.47,7.92,5.08,0.35,2.98,9.36,0.25,Low
4016,6.41,8.29,0.36,1.18,1.87,8.91,1.52,Moderate
4017,10.4,7.26,0.26,0.03,5.32,10.0,0.37,High
4018,4.41,9.58,0.97,0.77,3.42,10.0,0.44,Moderate
4019,10.45,7.89,0.0,1.56,0.76,8.27,0.05,High
4020,3.26,7.11,1.52,3.14,5.32,7.39,0.03,High
4021,7.21,6.2,2.84,1.5,4.43,4.27,1.04,Moderate
4022,11.66,8.77,0.91,0.36,1.28,8.27,1.23,High
4023,6.21,8.76,2.34,1.65,1.8,9.23,1.56,Low
4024,5.59,8.19,3.32,0.94,4.63,10.0,0.42,Low
4025,1.96,9.27,1.27,0.61,5.42,6.98,0.43,Moderate
4026,2.5,8.99,3.42,1.03,4.46,9.26,0.76,Low
4027,4.75,6.33,4.13,0.04,4.59,4.69,0.26,Moderate
4028,4.45,7.6,5.81,0.53,2.88,9.49,0.11,Low
4029,3.75,8.5,0.77,0.07,4.58,7.3,0.78,Moderate
4030,7.36,6.63,3.78,0.18,2.75,9.91,0.05,Moderate
4031,4.66,7.71,5.59,0.33,2.04,10.0,0.28,Low
4032,5.31,10.62,1.96,1.42,4.31,10.0,0.57,Moderate
4033,5.98,7.58,1.64,0.38,2.13,10.0,0.08,Moderate
4034,4.58,8.6,0.59,0.51,0.77,10.0,0.23,Low
4035,9.27,6.92,1.98,0.5,5.08,7.16,0.26,High
4036,3.09,9.43,3.1,2.66,1.04,9.14,0.26,Moderate
4037,8.26,6.56,0.55,0.92,2.93,10.0,0.13,High
4038,3.09,10.09,3.49,0.22,1.75,10.0,0.01,Moderate
4039,6.84,7.97,1.19,0.33,2.21,8.25,2.51,Moderate
4040,5.7,6.64,1.42,1.6,7.45,10.0,0.58,High
4041,3.68,8.53,2.04,0.11,3.72,8.35,0.94,Low
4042,3.2,8.63,1.17,0.55,4.49,8.94,0.2,Moderate
4043,9.42,6.41,3.17,0.32,4.47,6.97,0.3,High
4044,5.04,8.67,0.33,0.34,2.5,10.0,0.04,Moderate
4045,6.62,8.24,1.05,0.56,4.86,8.18,1.36,Moderate
4046,6.75,8.08,0.84,0.93,3.85,9.08,0.05,Low
4047,9.54,6.93,4.29,0.76,4.18,9.54,1.76,High
4048,8.5,7.04,3.83,0.18,2.17,9.48,0.07,High
4049,3.56,6.53,0.38,2.22,5.36,9.94,2.55,Moderate
4050,4.28,9.2,0.61,0.1,3.43,8.83,0.25,Moderate
4051,2.72,9.46,5.1,0.12,5.43,8.85,0.31,Low
4052,5.24,7.11,0.62,0.15,3.24,8.98,0.91,Moderate
4053,5.64,8.23,0.21,0.0,6.55,9.52,0.47,Moderate
4054,5.99,8.48,0.36,0.08,3.82,10.0,1.48,Moderate
4055,5.5,9.17,4.34,0.11,2.97,10.0,0.47,Moderate
4056,4.31,8.93,0.56,0.6,3.19,8.92,0.17,Moderate
4057,10.08,6.72,0.84,1.15,2.98,10.0,0.26,High
4058,5.84,8.83,0.27,0.02,2.27,10.0,0.39,Low
4059,6.58,7.31,0.88,0.77,4.63,10.0,1.43,Moderate
4060,6.68,8.0,4.27,0.11,3.31,9.69,1.39,Moderate
4061,4.31,7.79,4.82,0.17,6.92,10.0,0.14,High
4062,5.08,9.26,0.43,4.16,2.58,10.0,0.35,Low
4063,8.39,5.38,0.0,0.62,3.77,3.0,2.6,High
4064,2.78,9.77,1.42,0.29,2.95,10.0,0.38,Moderate
4065,10.89,6.13,0.28,1.03,5.83,6.11,0.11,High
4066,2.55,10.0,2.61,0.03,1.39,10.0,0.87,Moderate
4067,11.13,5.25,0.75,2.31,3.46,3.37,2.48,High
4068,4.0,8.61,0.23,0.1,4.22,9.27,0.06,Moderate
4069,2.35,9.16,7.57,0.21,2.26,10.0,0.22,Low
4070,7.87,7.6,0.42,2.38,7.16,10.0,2.0,Moderate
4071,4.36,7.35,0.63,1.04,2.77,10.0,1.68,Moderate
4072,6.27,8.37,0.24,0.34,3.34,10.0,0.15,Moderate
4073,7.52,5.45,1.13,0.83,6.67,3.74,0.28,High
4074,6.47,6.99,0.71,2.44,3.22,9.89,1.78,Low
4075,9.79,4.93,0.0,0.15,3.99,4.69,0.13,High
4076,5.47,8.84,3.8,0.69,2.78,9.69,0.47,Moderate
4077,4.51,8.75,1.02,0.15,3.49,7.59,0.01,High
4078,4.14,8.93,0.37,0.89,5.21,10.0,2.45,Moderate
4079,10.06,7.88,2.66,1.68,1.9,8.47,0.25,High
4080,3.8,8.28,1.46,0.98,0.5,8.71,0.73,Moderate
4081,4.23,9.05,1.17,1.15,3.47,9.31,0.25,Moderate
4082,8.19,7.13,1.47,0.33,3.4,9.58,0.37,High
4083,5.27,8.0,0.1,0.17,3.98,9.78,1.46,Low
4084,8.38,8.3,0.0,1.07,2.51,10.0,3.01,Moderate
4085,5.51,10.08,1.54,0.08,1.5,10.0,0.41,Low
4086,5.14,7.7,2.8,0.3,3.47,9.6,2.29,Low
4087,4.04,9.34,0.28,0.08,6.1,8.98,0.01,Low
4088,2.94,9.21,0.95,0.8,3.72,9.21,1.85,Moderate
4089,8.06,7.44,3.96,0.2,4.19,8.81,0.38,Moderate
4090,9.04,7.01,3.72,0.29,1.59,9.64,0.96,Moderate
4091,6.81,7.21,1.93,0.0,3.18,8.86,1.9,High
4092,2.99,5.29,2.69,1.51,3.83,6.94,2.82,Moderate
4093,6.9,9.04,7.36,0.89,4.8,10.0,0.3,Moderate
4094,8.39,6.29,0.0,1.18,1.25,4.18,4.8,High
4095,6.75,7.32,1.72,0.71,4.14,10.0,0.08,Moderate
4096,6.82,7.32,1.56,0.6,4.08,8.52,1.04,Moderate
4097,1.57,8.59,1.1,2.9,4.78,7.93,0.55,Low
4098,4.92,8.44,1.81,0.29,0.5,10.0,0.11,Low
4099,6.42,7.64,2.32,1.98,0.51,10.0,2.86,Low
4100,4.32,7.7,0.6,1.28,4.22,10.0,3.28,Low
4101,7.6,7.41,0.05,0.11,1.95,6.66,1.39,Low
4102,3.88,8.53,5.37,0.25,2.85,10.0,0.04,Moderate
4103,6.42,8.61,0.42,0.68,2.52,9.35,0.76,Moderate
4104,5.27,6.74,1.56,1.31,2.61,8.52,0.91,Moderate
4105,2.37,8.29,0.69,0.26,2.45,7.08,1.58,Low
4106,9.05,7.48,0.71,0.32,2.94,9.01,0.01,High
4107,2.62,8.37,2.74,0.68,1.34,10.0,0.21,Moderate
4108,4.14,7.57,0.57,0.03,3.38,10.0,0.26,Low
4109,2.94,8.3,0.6,0.18,3.14,10.0,0.25,Moderate
4110,2.95,8.79,2.9,0.16,3.91,9.23,1.56,Low
4111,6.85,7.43,2.96,0.22,7.1,10.0,0.18,Moderate
4112,5.45,7.81,1.91,0.42,2.24,8.05,1.32,Low
4113,6.44,6.64,4.95,0.47,4.54,8.1,2.03,Moderate
4114,3.92,9.33,1.68,0.63,3.82,9.49,1.2,Moderate
4115,2.98,10.21,2.57,0.1,4.21,7.73,0.03,Moderate
4116,8.51,5.04,0.17,0.74,3.74,3.77,1.27,High
4117,5.26,6.53,0.48,1.53,6.43,9.98,0.62,Moderate
4118,4.86,9.23,3.13,0.59,4.32,10.0,0.03,Low
4119,6.1,9.36,0.9,0.2,3.98,10.0,0.71,Moderate
4120,4.33,6.28,0.45,2.2,2.48,3.13,0.08,High
4121,4.65,9.11,0.92,0.13,3.54,7.64,1.58,Moderate
4122,4.23,10.08,1.12,0.58,2.35,9.89,0.54,Low
4123,6.11,6.93,2.33,0.42,2.61,9.24,0.16,Moderate
4124,7.84,8.76,4.58,0.07,1.8,10.0,1.43,Low
4125,4.77,8.08,0.33,0.76,3.69,9.61,0.63,Low
4126,10.28,6.64,7.27,1.41,3.66,9.2,2.68,Moderate
4127,4.88,7.5,6.68,0.04,5.45,10.0,0.57,Moderate
4128,3.51,9.7,1.22,0.59,4.85,10.0,0.01,Moderate
4129,5.65,8.78,3.14,0.3,3.71,10.0,0.08,Moderate
4130,5.16,9.84,1.68,0.02,3.06,8.84,0.38,Moderate
4131,3.87,10.01,0.69,1.56,2.74,8.99,1.76,Low
4132,5.85,7.87,1.02,2.7,3.22,10.0,0.02,Moderate
4133,4.53,11.0,0.46,0.66,1.5,10.0,1.33,Low
4134,3.04,10.21,1.5,3.4,2.71,7.87,0.16,Moderate
4135,5.03,8.71,1.56,0.99,3.99,10.0,0.23,Moderate
4136,10.72,5.17,0.0,0.49,5.76,3.17,0.34,High
4137,5.94,6.32,4.6,1.25,3.96,5.79,2.27,High
4138,5.75,6.47,1.19,0.89,2.96,8.33,3.38,Moderate
4139,4.34,7.47,1.97,0.49,5.58,7.86,0.01,Moderate
4140,3.79,9.98,2.42,0.26,0.5,10.0,0.16,Moderate
4141,4.5,8.84,3.97,0.41,5.1,9.42,1.19,Low
4142,5.04,7.55,0.93,0.14,1.77,10.0,1.21,Low
4143,8.78,6.72,3.22,0.06,4.3,9.0,0.09,High
4144,4.95,7.93,0.99,0.29,3.07,6.9,0.04,Moderate
4145,4.36,9.2,2.86,0.72,3.91,8.87,2.01,Moderate
4146,10.23,5.47,0.0,0.78,6.58,4.72,0.11,High
4147,6.89,7.86,3.42,2.02,2.08,10.0,1.45,Moderate
4148,8.22,7.35,0.99,0.13,1.71,10.0,0.09,High
4149,5.64,7.1,0.35,0.23,4.07,10.0,0.64,Moderate
4150,2.81,10.53,7.91,0.18,5.57,8.73,0.07,Moderate
4151,9.53,6.29,1.31,1.27,3.57,3.85,2.2,High
4152,5.66,6.95,1.07,0.03,4.07,10.0,2.11,Moderate
4153,3.98,9.39,1.34,1.44,3.71,9.23,0.04,Moderate
4154,2.26,9.19,1.08,0.48,2.45,10.0,0.31,Low
4155,2.94,9.3,1.34,1.26,4.01,7.68,1.98,Low
4156,9.65,5.36,0.37,0.33,3.05,5.54,0.08,High
4157,1.87,10.08,0.67,0.83,5.68,10.0,0.37,Moderate
4158,6.34,9.88,2.12,3.23,3.86,10.0,0.36,Moderate
4159,5.31,6.81,0.08,0.4,2.17,10.0,0.22,Moderate
4160,7.01,7.82,0.49,0.77,2.89,9.21,0.14,Moderate
4161,3.46,7.93,2.03,0.85,4.96,8.54,0.04,Low
4162,9.34,9.34,3.18,1.5,0.65,10.0,0.83,High
4163,2.29,10.36,0.93,0.56,1.86,8.25,0.0,Moderate
4164,5.23,8.38,2.79,2.19,2.85,10.0,0.09,Low
4165,3.29,7.55,4.4,0.72,4.88,9.85,1.53,Low
4166,8.65,5.91,4.35,0.62,5.23,4.69,1.01,High
4167,8.22,7.79,7.05,0.87,3.38,10.0,0.32,Moderate
4168,4.12,7.12,0.5,1.64,8.02,10.0,0.28,Moderate
4169,3.44,7.39,0.33,0.06,3.37,9.41,0.18,Moderate
4170,1.52,9.4,6.19,0.05,5.17,8.19,0.32,Moderate
4171,5.05,8.29,0.8,0.61,1.96,10.0,0.21,Moderate
4172,4.62,8.69,8.0,0.21,5.99,10.0,1.51,Low
4173,3.72,8.18,2.72,0.24,6.04,10.0,2.04,Moderate
4174,7.09,8.36,6.15,0.25,4.15,10.0,3.71,Low
4175,4.52,7.48,1.93,1.03,1.47,9.98,2.7,Moderate
4176,5.22,8.72,4.3,0.03,4.46,9.51,0.51,Moderate
4177,4.65,8.51,0.99,0.15,2.4,9.09,0.99,Low
4178,6.96,8.09,2.06,0.31,3.9,9.88,1.65,Moderate
4179,5.56,9.16,2.69,1.41,0.96,10.0,1.95,Moderate
4180,4.34,7.95,0.22,0.23,4.34,10.0,0.51,Low
4181,5.61,7.3,0.56,0.15,3.35,10.0,0.08,High
4182,9.84,4.79,7.2,0.15,2.66,4.87,1.54,High
4183,4.57,6.31,3.82,0.16,5.42,3.49,0.06,High
4184,6.44,7.49,0.77,2.3,3.51,9.44,0.81,Moderate
4185,3.15,8.71,0.83,0.22,3.62,10.0,2.88,Low
4186,4.53,7.25,0.28,0.27,5.27,8.81,2.45,Moderate
4187,9.88,5.6,1.2,0.05,6.35,4.6,0.81,High
4188,9.86,8.0,0.0,2.38,2.95,9.5,0.04,High
4189,10.77,7.03,0.0,1.37,0.5,8.95,0.3,High
4190,1.94,7.98,3.57,0.14,2.18,9.78,0.08,Moderate
4191,7.14,6.98,0.33,1.0,3.72,10.0,0.28,Moderate
4192,7.61,7.67,0.0,2.97,4.77,8.5,0.32,Moderate
4193,4.96,7.56,0.8,0.04,4.14,10.0,0.15,Moderate
4194,3.62,7.85,0.92,1.47,4.92,8.98,1.68,Low
4195,10.09,6.06,0.0,0.06,3.17,2.72,1.83,High
4196,3.08,9.94,0.5,0.21,4.9,10.0,0.74,Low
4197,7.85,8.36,0.0,0.33,3.82,8.49,0.55,High
4198,3.09,8.11,1.5,2.19,2.66,8.99,0.28,Moderate
4199,7.72,7.68,0.81,0.94,3.87,10.0,2.87,Moderate
4200,7.76,7.2,0.36,0.69,1.06,9.83,0.35,High
4201,7.48,6.3,6.05,0.32,4.48,4.2,0.06,High
4202,6.03,7.52,5.83,0.14,3.26,8.8,0.01,Moderate
4203,8.09,5.83,0.0,0.67,4.09,3.96,0.1,High
4204,5.3,9.23,4.23,0.07,3.67,8.64,2.2,Low
4205,5.93,9.4,3.89,0.92,3.38,9.83,0.35,Low
4206,4.52,7.93,2.92,1.72,6.02,9.15,0.02,Moderate
4207,9.02,6.12,3.99,0.28,3.55,3.03,0.75,High
4208,7.63,8.31,0.97,0.19,3.25,9.59,0.55,High
4209,3.88,9.78,1.7,1.91,5.31,8.88,1.15,Moderate
4210,5.94,6.73,3.75,0.03,6.87,10.0,0.22,Moderate
4211,7.31,7.22,2.59,1.01,3.46,10.0,1.96,Low
4212,6.67,7.53,0.41,0.08,2.75,10.0,0.25,Moderate
4213,1.27,8.71,0.79,0.2,3.7,9.41,2.85,Moderate
4214,10.11,6.77,0.0,0.41,3.64,8.04,0.57,High
4215,4.51,7.65,0.2,1.54,3.71,7.19,1.14,Low
4216,7.68,6.7,1.26,0.16,0.98,8.11,0.46,Moderate
4217,1.91,9.16,2.41,0.19,5.75,8.34,2.79,Low
4218,8.1,5.6,2.26,1.24,5.16,2.94,0.34,High
4219,6.46,5.61,0.35,1.99,6.06,4.26,0.45,High
4220,3.66,9.56,4.9,1.39,5.48,9.64,1.01,Low
4221,8.43,6.23,4.34,0.23,3.88,4.14,0.49,High
4222,10.68,8.32,0.18,0.12,2.59,9.46,2.53,Moderate
4223,9.19,8.68,4.62,4.37,3.94,8.91,1.7,Moderate
4224,7.36,6.84,1.55,0.71,1.8,9.05,0.62,High
4225,8.74,9.21,3.81,0.42,1.8,10.0,1.68,Moderate
4226,3.03,9.8,3.91,0.88,3.43,9.36,3.57,Low
4227,1.88,8.62,0.55,0.16,5.66,9.07,1.07,Moderate
4228,9.27,4.1,0.86,1.28,3.43,5.63,2.79,High
4229,5.1,8.83,1.04,1.66,2.33,10.0,0.43,Moderate
4230,8.76,6.89,0.01,0.77,2.61,9.3,0.08,Moderate
4231,3.72,9.06,0.48,0.5,4.35,10.0,0.06,Moderate
4232,9.32,6.44,6.4,1.94,3.19,4.06,0.48,High
4233,5.39,6.9,1.54,2.03,1.92,10.0,0.5,Moderate
4234,6.22,7.32,0.66,0.12,1.84,8.52,0.49,Moderate
4235,8.05,7.82,3.72,3.44,3.27,9.51,0.17,Moderate
4236,9.9,6.11,0.0,0.04,3.54,4.69,0.05,High
4237,5.1,7.78,6.37,2.5,3.85,10.0,0.16,Moderate
4238,3.67,7.12,1.14,0.3,3.73,8.59,1.62,Low
4239,4.36,8.49,0.25,0.8,4.9,7.79,0.11,Low
4240,3.62,7.54,0.71,2.01,4.83,10.0,1.53,Low
4241,5.1,9.06,0.36,0.58,3.8,9.65,0.11,Low
4242,2.52,8.31,6.43,0.34,4.8,8.74,0.23,Moderate
4243,5.36,7.75,3.64,2.31,6.16,10.0,3.07,Low
4244,4.97,10.35,0.59,0.73,1.28,9.53,0.66,Low
4245,4.2,8.15,0.76,0.53,3.26,9.11,0.1,Moderate
4246,6.96,7.05,4.13,0.09,3.14,7.83,0.02,High
4247,3.95,9.13,0.34,1.26,5.45,8.38,0.37,Moderate
4248,7.66,5.46,1.31,0.62,3.54,5.98,0.19,High
4249,8.45,8.22,1.41,0.56,1.61,8.94,0.38,Moderate
4250,5.38,9.04,0.03,0.31,3.08,10.0,0.44,Low
4251,9.93,6.97,1.54,1.62,3.08,7.86,0.62,High
4252,8.64,3.52,0.0,0.17,6.43,3.73,0.15,High
4253,7.28,7.12,2.53,0.55,2.96,8.9,1.51,Low
4254,3.67,7.37,1.58,1.84,3.3,10.0,0.01,Moderate
4255,6.79,8.67,0.79,2.2,1.67,9.74,2.33,Moderate
4256,6.97,8.54,0.91,0.11,2.53,8.66,0.31,Moderate
4257,8.23,7.43,4.7,0.81,7.01,10.0,0.16,Moderate
4258,3.1,7.64,1.12,0.13,4.94,10.0,3.09,Moderate
4259,5.61,9.46,0.08,1.23,3.91,10.0,0.0,High
4260,6.99,7.22,8.0,0.28,3.57,10.0,0.16,Moderate
4261,3.52,10.5,0.48,0.28,3.33,8.53,0.33,Moderate
4262,5.66,8.21,0.42,1.31,4.68,10.0,2.16,Moderate
4263,9.95,6.95,0.0,0.1,3.78,9.28,2.31,High
4264,0.74,9.2,2.46,0.29,4.86,8.67,0.11,Low
4265,4.26,9.84,0.73,0.52,3.22,10.0,0.33,Moderate
4266,4.69,8.89,1.54,1.33,2.94,8.7,0.23,Low
4267,3.99,9.97,2.84,0.76,3.85,10.0,0.91,Moderate
4268,4.74,8.44,0.86,0.05,3.76,9.81,0.73,Moderate
4269,1.79,9.25,2.71,0.04,7.25,8.93,0.15,Moderate
4270,0.25,10.43,4.04,0.34,5.54,7.55,2.5,Low
4271,3.04,10.3,0.7,0.81,2.31,10.0,0.65,Moderate
4272,4.92,9.22,3.1,0.8,1.53,10.0,0.15,Low
4273,0.0,10.06,0.94,0.02,3.58,8.08,1.02,Moderate
4274,3.23,6.94,1.5,0.52,2.99,7.71,0.45,Moderate
4275,9.13,7.54,0.0,0.94,2.21,9.46,2.37,Moderate
4276,9.21,5.26,0.0,0.11,2.34,4.56,0.14,High
4277,7.44,7.36,0.3,0.59,2.91,9.41,0.42,Low
4278,4.17,8.35,1.71,0.05,3.34,8.55,0.12,Low
4279,11.02,4.65,1.22,0.22,3.81,2.11,0.6,High
4280,5.76,8.28,2.61,0.2,3.14,10.0,1.51,Low
4281,10.42,8.43,4.81,0.9,0.87,10.0,1.95,Moderate
4282,4.18,8.15,1.8,0.41,5.72,9.77,2.63,Moderate
4283,5.89,8.63,1.04,0.8,3.88,9.2,0.08,Low
4284,10.35,8.66,5.83,0.24,1.33,9.69,2.08,Moderate
4285,4.93,9.06,0.75,1.88,2.01,10.0,2.91,Low
4286,10.99,5.43,0.0,0.79,1.08,3.51,0.04,High
4287,3.98,8.77,1.79,0.24,1.39,10.0,0.14,Moderate
4288,7.18,7.89,0.61,0.93,4.82,10.0,0.01,Moderate
4289,4.0,9.96,0.36,0.13,4.63,10.0,1.71,Low
4290,6.35,8.92,0.25,0.18,2.17,8.93,1.0,Moderate
4291,9.88,3.7,1.46,0.05,6.3,4.94,0.26,High
4292,6.91,6.65,2.55,1.84,4.74,10.0,0.16,Moderate
4293,8.29,6.95,1.07,1.91,3.65,10.0,0.83,Moderate
4294,3.05,7.84,0.4,0.23,5.59,10.0,0.03,Low
4295,5.26,4.38,0.69,0.47,6.06,4.71,2.01,High
4296,3.52,7.97,1.9,0.86,4.36,7.5,0.81,Moderate
4297,4.55,8.33,0.84,0.47,3.37,8.79,0.23,Moderate
4298,3.77,8.08,1.54,0.37,3.86,8.82,0.31,Moderate
4299,4.3,7.42,0.74,0.28,1.74,10.0,0.62,Low
4300,5.91,7.9,2.23,0.33,2.36,10.0,0.63,Low
4301,5.28,8.42,0.77,0.02,6.21,10.0,0.19,Moderate
4302,2.81,8.47,1.8,0.81,2.87,9.67,1.04,Low
4303,2.9,10.28,1.05,0.51,0.59,10.0,0.02,Moderate
4304,4.91,8.27,0.39,0.98,5.02,8.88,0.91,Low
4305,10.86,5.25,0.0,0.15,3.76,3.96,0.34,High
4306,7.34,6.23,2.96,0.01,4.33,4.42,0.07,High
4307,6.89,7.3,2.11,0.12,3.32,8.58,0.84,High
4308,9.35,7.77,0.33,0.47,4.12,7.16,0.18,High
4309,3.56,7.85,6.57,0.09,6.46,10.0,0.68,Moderate
4310,3.42,9.33,3.63,0.2,2.83,8.61,0.11,Low
4311,4.16,8.56,2.07,1.58,4.68,9.43,0.48,Low
4312,4.0,10.52,1.33,3.6,4.67,10.0,0.59,Low
4313,5.55,8.37,1.43,0.13,2.6,8.53,0.38,Moderate
4314,5.98,7.13,1.9,0.06,6.12,8.99,0.3,Moderate
4315,8.51,7.68,0.33,0.24,4.67,9.77,0.45,High
4316,5.52,8.76,1.88,0.23,1.45,9.43,0.26,Low
4317,5.73,7.52,0.24,0.85,6.15,8.44,3.52,Moderate
4318,4.59,7.16,4.84,0.69,2.41,10.0,1.57,Low
4319,5.1,8.67,1.54,0.14,2.42,9.35,0.32,Moderate
4320,5.39,8.1,0.21,2.23,4.64,10.0,0.18,Moderate
4321,5.23,6.58,5.23,0.2,5.82,9.99,0.27,Moderate
4322,3.33,9.01,1.29,1.6,3.91,10.0,1.6,Low
4323,3.48,8.07,0.5,0.55,3.16,9.97,0.69,Moderate
4324,8.04,5.6,0.0,0.11,3.56,3.85,0.12,High
4325,11.21,5.65,4.27,0.32,2.57,5.29,0.11,High
4326,2.29,10.41,0.95,1.55,4.73,8.55,0.15,Low
4327,8.07,8.31,0.77,0.42,2.25,8.9,2.56,Moderate
4328,5.02,9.11,0.78,0.53,2.32,8.74,2.46,Low
4329,2.49,9.32,0.92,0.32,1.63,6.38,0.49,Moderate
4330,4.14,9.07,2.15,0.47,2.65,8.99,2.75,Low
4331,7.84,7.28,0.26,0.79,3.15,10.0,0.35,Moderate
4332,4.77,7.15,1.58,3.24,2.45,8.22,0.14,Moderate
4333,7.51,6.39,1.6,0.05,1.15,7.0,0.08,Moderate
4334,2.47,8.45,4.55,0.11,5.67,6.5,1.0,Moderate
4335,5.28,9.48,0.13,0.15,1.59,8.99,0.41,Moderate
4336,6.38,8.77,1.05,0.04,1.13,8.21,0.17,Low
4337,11.64,4.77,0.0,0.78,5.74,4.78,1.38,High
4338,6.37,7.75,1.78,0.38,4.78,10.0,1.59,Moderate
4339,4.32,8.01,2.8,1.38,5.45,9.44,0.59,Low
4340,4.88,8.06,0.54,0.46,4.51,8.16,0.08,Low
4341,7.74,6.68,0.97,2.64,5.56,8.48,1.73,High
4342,7.89,8.57,2.12,0.71,4.13,10.0,0.51,Moderate
4343,5.81,7.87,0.6,0.41,3.08,9.17,0.35,Low
4344,8.81,7.06,1.34,1.71,1.58,9.06,0.01,Moderate
4345,6.59,7.84,1.35,0.35,1.49,9.91,0.42,Moderate
4346,1.44,8.39,4.3,0.93,4.27,8.22,0.6,Moderate
4347,8.15,7.18,1.24,0.2,1.64,7.76,0.77,Moderate
4348,3.92,9.62,0.91,1.32,2.18,8.07,2.06,Low
4349,6.44,9.15,0.54,0.33,2.7,8.43,0.05,Low
4350,6.13,6.63,2.98,0.19,6.11,9.12,0.05,Moderate
4351,7.87,5.65,4.19,2.53,1.71,5.01,0.07,High
4352,9.15,6.79,0.0,0.04,3.24,9.71,0.13,High
4353,3.24,9.9,6.58,3.24,1.55,10.0,0.06,Low
4354,11.46,6.27,0.0,1.24,1.99,2.08,0.06,High
4355,3.86,9.25,0.94,1.19,4.93,10.0,2.1,Low
4356,3.27,7.42,0.84,0.28,3.14,8.53,0.94,Moderate
4357,5.31,7.5,1.04,0.74,3.48,10.0,0.27,Moderate
4358,9.72,4.33,0.9,1.07,4.25,4.35,1.83,High
4359,4.01,8.38,7.25,0.35,4.9,9.02,0.07,Moderate
4360,4.66,6.13,2.13,0.27,3.76,5.16,0.01,High
4361,8.76,8.19,0.0,0.08,4.62,9.98,0.11,Moderate
4362,3.76,10.16,3.04,0.1,2.53,9.17,0.0,Low
4363,6.8,7.68,0.14,1.4,4.15,10.0,2.4,Moderate
4364,4.19,6.94,2.61,0.75,4.09,10.0,0.04,Moderate
4365,3.96,8.91,0.91,0.31,4.76,10.0,0.84,Low
4366,8.47,8.82,0.39,0.92,5.6,9.63,0.06,Moderate
4367,5.18,8.59,1.07,0.27,3.05,10.0,0.23,Moderate
4368,2.95,10.08,3.2,0.01,3.41,9.95,3.98,Low
4369,8.26,6.55,0.69,1.38,2.87,8.53,0.12,Moderate
4370,4.88,7.34,6.99,0.4,3.16,9.94,0.07,Moderate
4371,13.35,5.18,0.0,0.4,1.74,2.39,0.26,High
4372,10.33,4.38,0.0,0.8,3.84,3.62,2.33,High
4373,6.69,9.85,5.11,0.38,1.42,10.0,0.04,Moderate
4374,9.44,6.76,4.02,2.46,2.02,7.31,0.35,High
4375,2.82,9.81,1.29,0.09,0.5,10.0,0.28,Moderate
4376,7.11,6.97,0.0,0.32,5.71,10.0,0.57,Moderate
4377,2.36,7.56,0.93,2.76,7.05,6.93,0.44,Moderate
4378,8.41,8.41,1.26,0.54,3.71,10.0,3.15,Moderate
4379,3.8,7.47,1.2,0.23,2.95,10.0,0.35,High
