Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Anxiety_Norm,Social_Support_Deficit,Career_Concern_Norm,Mood_Norm,Stress_Level
22448,3.17,8.78,0.64,2.16,2.41,9.32,0.14,0.0,0.586,0.0,0.005,Low
22449,8.22,8.82,0.0,0.08,3.55,9.67,0.89,0.378,0.241,0.559,0.533,Moderate
22450,4.67,8.82,1.04,0.49,2.86,8.83,0.27,0.112,0.558,0.074,0.0,Low
22451,10.21,6.82,1.71,1.43,2.73,8.09,1.05,0.803,0.224,0.578,1.0,High
22452,4.78,7.83,0.32,2.91,5.95,8.64,0.39,0.305,0.297,0.206,0.424,Moderate
22453,8.83,7.12,7.69,0.04,3.71,8.32,3.17,0.358,0.153,0.139,0.614,High
22454,4.05,8.71,0.63,0.01,0.5,9.23,0.36,0.347,0.574,0.579,0.097,Moderate
22455,8.19,7.47,8.0,1.37,6.73,9.19,0.35,1.0,0.061,0.927,1.0,High
22456,5.12,6.98,2.22,2.53,0.74,10.0,0.32,0.298,0.474,0.267,0.265,Moderate
22457,4.98,10.6,0.65,1.01,0.5,9.28,0.29,0.496,0.519,0.549,0.566,Moderate
22458,7.12,7.45,1.18,2.21,4.29,10.0,2.39,0.136,0.506,0.263,0.247,Moderate
22459,8.15,6.07,0.73,1.01,3.72,4.38,0.11,1.0,0.72,0.968,1.0,High
22460,3.98,7.83,6.8,0.55,5.42,9.03,0.12,0.239,0.269,0.072,0.139,Low
22461,3.55,7.58,0.58,0.08,4.54,10.0,0.35,0.17,0.467,0.418,0.117,Low
22462,6.29,7.47,0.0,0.66,5.47,8.59,1.17,0.203,0.338,0.0,0.339,Moderate
22463,5.85,7.55,0.83,0.37,2.72,10.0,0.8,0.808,0.744,0.789,0.865,High
22464,3.53,9.67,0.48,1.09,2.75,9.56,0.13,0.083,0.473,0.106,0.246,Moderate
22465,8.14,5.8,1.53,0.62,2.72,4.39,0.12,0.744,0.232,0.596,0.857,High
22466,3.86,7.19,0.28,0.23,4.18,9.99,0.21,0.748,0.475,0.284,0.937,High
22467,5.13,6.12,1.27,0.32,4.66,4.43,0.16,0.715,0.565,0.302,0.65,Moderate
22468,10.04,6.77,1.28,0.45,4.52,10.0,0.24,0.924,0.815,0.865,0.964,High
22469,8.54,7.61,1.19,2.62,5.72,9.27,0.22,0.519,0.449,0.266,0.808,Moderate
22470,6.59,4.21,0.29,0.31,5.42,6.09,0.41,1.0,0.826,1.0,1.0,High
22471,7.04,7.88,0.0,3.23,3.54,9.8,0.33,0.753,0.595,0.467,0.722,Moderate
22472,9.6,5.85,8.0,0.36,3.67,3.2,0.47,0.92,0.297,0.876,1.0,High
22473,2.62,10.05,3.07,0.91,3.88,9.48,3.73,0.106,0.283,0.141,0.0,Low
22474,8.15,9.0,3.11,0.54,1.94,10.0,0.25,0.569,0.337,0.457,0.325,Moderate
22475,3.84,6.87,0.26,0.6,2.87,8.67,0.41,0.479,0.631,0.412,0.541,Moderate
22476,4.42,7.8,0.35,0.19,2.75,10.0,0.36,0.239,0.669,0.461,0.596,Moderate
22477,4.63,9.34,0.26,0.15,4.44,8.2,0.1,0.028,0.409,0.172,0.0,Low
22478,1.93,10.29,2.22,1.56,5.31,8.01,0.24,0.196,0.509,0.701,0.291,Moderate
22479,4.07,8.35,6.25,0.37,4.94,10.0,0.15,0.0,0.093,0.041,0.051,Low
22480,4.69,9.21,0.12,0.05,3.76,10.0,1.82,0.0,0.421,0.332,0.057,Low
22481,5.89,8.34,4.67,0.2,6.19,10.0,2.61,0.309,0.086,0.117,0.072,Moderate
22482,3.32,9.74,3.38,0.27,4.14,10.0,0.59,0.188,0.288,0.051,0.05,Low
22483,3.31,9.82,2.23,1.03,4.97,8.42,0.09,0.637,0.793,0.225,0.511,Moderate
22484,3.21,8.68,1.09,0.45,4.39,10.0,0.23,0.091,0.447,0.528,0.368,Moderate
22485,4.02,9.35,4.4,4.11,5.1,9.72,2.17,0.0,0.322,0.0,0.0,Low
22486,6.74,7.46,0.0,0.52,5.25,6.87,0.35,0.543,0.705,0.721,0.591,Moderate
22487,8.83,7.71,3.54,1.2,1.1,10.0,0.02,0.356,0.39,0.677,0.52,Moderate
22488,5.66,7.2,4.54,0.01,5.36,7.57,0.1,0.695,0.589,0.482,0.665,High
22489,8.57,7.37,0.65,0.82,3.18,8.77,1.73,0.725,0.448,0.344,0.928,High
22490,3.7,9.05,2.03,1.03,1.81,10.0,0.01,0.139,0.404,0.0,0.094,Low
22491,5.79,8.85,0.07,0.74,1.52,9.27,0.2,0.294,0.584,0.063,0.216,Moderate
22492,8.21,6.94,0.36,0.27,5.82,9.96,0.9,0.602,0.68,0.351,0.487,Moderate
22493,6.7,6.64,3.68,0.13,3.95,9.58,0.02,0.732,0.656,0.905,1.0,High
22494,4.18,8.39,1.62,0.55,2.9,8.13,0.02,0.0,0.491,0.305,0.0,Low
22495,4.37,6.95,0.29,0.81,2.88,10.0,0.13,0.735,0.601,0.515,0.579,Moderate
22496,6.41,7.26,0.0,1.65,2.69,9.97,0.15,0.428,0.389,0.587,0.784,Moderate
22497,6.32,6.14,0.35,2.3,4.18,2.84,0.04,0.477,0.544,0.655,0.722,High
22498,3.03,8.94,0.85,0.37,5.28,10.0,2.3,0.384,0.446,0.049,0.366,Moderate
22499,4.34,9.5,1.35,2.02,4.61,9.54,2.72,0.175,0.353,0.404,0.0,Moderate
22500,8.02,8.06,0.0,0.41,6.9,9.07,0.64,0.886,0.722,0.481,0.854,High
22501,3.95,6.85,0.54,0.57,5.77,8.55,0.71,0.729,0.77,0.382,0.53,Moderate
22502,9.42,6.88,0.47,0.45,3.16,8.36,1.02,1.0,0.561,0.983,1.0,High
22503,10.2,8.86,0.0,0.83,4.41,9.19,0.17,1.0,0.881,0.188,1.0,High
22504,6.61,7.05,2.23,0.34,2.08,9.34,0.44,0.624,0.616,0.333,0.817,High
22505,5.5,8.47,1.23,0.09,4.88,10.0,1.37,0.0,0.378,0.106,0.0,Low
22506,4.13,9.69,3.91,0.29,5.58,10.0,0.37,0.0,0.327,0.005,0.043,Low
22507,1.55,7.89,1.1,0.24,5.68,8.46,0.23,0.0,0.412,0.0,0.033,Moderate
22508,5.56,8.35,0.61,2.85,5.42,10.0,0.19,0.328,0.575,0.06,0.262,Moderate
22509,4.76,9.22,1.86,0.1,3.89,8.73,0.49,0.507,0.625,0.381,0.583,Moderate
22510,7.16,7.09,2.39,1.34,5.08,10.0,1.1,0.294,0.558,0.0,0.349,Moderate
22511,5.36,6.58,1.8,1.72,3.29,10.0,0.38,0.835,0.411,0.324,0.415,Moderate
22512,3.65,9.91,0.75,3.43,4.31,8.94,0.0,0.003,0.64,0.228,0.0,Low
22513,2.63,7.23,1.38,1.05,3.13,8.27,0.16,0.318,0.436,0.363,0.126,Moderate
22514,4.24,6.18,2.81,2.5,6.6,5.12,0.5,0.628,0.701,0.389,0.781,High
22515,5.04,6.73,0.59,0.05,5.85,9.56,0.21,0.347,0.618,0.548,0.521,Moderate
22516,6.61,7.19,0.43,0.78,3.06,9.91,0.44,0.424,0.585,0.282,0.604,Moderate
22517,2.61,7.43,2.7,0.21,1.78,7.88,0.2,0.29,0.393,0.405,0.206,Moderate
22518,0.32,8.61,2.46,0.2,3.54,8.54,0.23,0.416,0.475,0.239,0.147,Low
22519,7.87,6.46,4.67,0.45,3.8,2.06,1.52,0.806,0.281,0.717,0.663,High
22520,0.84,10.96,1.77,1.47,3.47,7.86,0.71,0.272,0.713,0.145,0.168,Low
22521,8.32,7.47,2.6,0.48,1.34,10.0,2.89,0.795,0.499,0.432,0.586,Moderate
22522,4.86,8.45,2.71,0.14,5.41,8.99,2.74,0.401,0.648,0.327,0.408,Moderate
22523,6.67,9.25,0.08,1.24,3.92,9.78,0.25,0.0,0.416,0.0,0.125,Low
22524,7.42,9.04,0.49,0.08,2.87,9.77,0.56,0.615,0.48,0.79,0.772,High
22525,2.96,7.94,2.04,1.85,5.18,9.61,0.1,0.728,0.705,0.635,0.866,High
22526,5.09,7.13,1.36,0.32,4.15,10.0,0.1,0.2,0.461,0.428,0.0,Low
22527,3.82,7.94,0.83,0.35,0.74,10.0,0.74,0.232,0.491,0.45,0.23,Moderate
22528,4.74,8.52,1.26,0.28,5.83,9.87,0.24,0.357,0.578,0.635,0.599,Moderate
22529,6.25,9.15,2.72,3.47,6.18,10.0,0.19,0.066,0.573,0.336,0.183,Moderate
22530,8.83,5.75,0.39,0.73,4.48,4.52,0.31,0.784,0.914,0.648,0.873,High
22531,6.31,7.64,4.1,0.4,3.15,10.0,0.84,0.39,0.372,0.254,0.295,Moderate
22532,8.14,6.94,0.0,0.09,0.76,10.0,0.23,0.743,0.776,0.444,1.0,High
22533,2.9,10.38,2.32,2.18,2.74,10.0,1.52,0.164,0.239,0.0,0.0,Low
22534,11.62,6.77,0.0,2.68,0.5,9.48,0.34,0.973,0.708,0.706,1.0,High
22535,7.66,6.18,0.39,0.07,3.22,6.38,0.02,0.467,0.233,0.387,0.329,Moderate
22536,6.67,8.43,2.11,0.75,2.05,9.26,2.4,0.475,0.241,0.314,0.246,Moderate
22537,3.47,8.42,1.05,0.86,3.86,10.0,0.2,0.474,0.507,0.073,0.318,Moderate
22538,7.5,7.58,0.21,1.64,2.81,10.0,2.58,0.251,0.339,0.441,0.057,Moderate
22539,1.9,7.96,3.1,0.22,4.4,9.77,1.08,0.168,0.525,0.009,0.281,Moderate
22540,3.65,6.59,3.59,0.64,4.34,8.56,2.83,0.565,0.025,0.379,0.619,Moderate
22541,9.14,6.42,3.01,1.03,3.94,5.29,1.17,0.911,0.647,0.879,1.0,High
22542,5.19,7.1,0.93,1.69,3.08,10.0,0.18,0.24,0.237,0.397,0.409,Moderate
22543,2.8,8.75,1.25,0.04,0.96,9.1,0.22,0.255,0.612,0.201,0.0,Moderate
22544,10.03,5.73,0.75,0.62,2.88,5.74,0.19,1.0,0.755,0.719,0.845,High
22545,10.72,6.22,0.2,0.73,5.22,3.55,1.52,0.898,0.999,0.612,1.0,High
22546,3.8,8.84,0.7,0.81,3.19,9.57,0.43,0.272,0.317,0.262,0.178,Moderate
22547,10.02,7.16,0.0,0.09,1.35,6.24,0.21,0.875,0.731,0.524,1.0,High
22548,11.02,6.8,4.4,0.03,2.93,7.07,2.86,1.0,0.618,0.684,1.0,High
22549,4.99,9.51,0.27,2.21,3.34,10.0,0.29,0.675,0.524,0.475,0.243,Moderate
22550,2.55,9.13,2.85,1.55,6.16,9.05,0.01,0.622,0.855,0.518,0.793,Moderate
22551,3.33,7.5,2.1,0.14,4.24,10.0,1.0,0.356,0.267,0.183,0.089,Low
22552,5.94,8.86,0.08,2.82,0.5,8.67,0.32,0.19,0.6,0.117,0.256,Low
22553,1.99,9.51,4.3,1.42,4.45,9.95,1.43,0.0,0.122,0.159,0.0,Low
22554,5.63,8.75,1.36,1.4,4.35,9.5,0.2,0.362,0.422,0.666,0.59,Moderate
22555,9.13,7.57,2.09,1.45,3.17,10.0,0.66,0.599,0.592,0.682,0.782,High
22556,10.84,5.86,2.1,0.85,4.7,4.24,1.66,1.0,0.863,0.745,1.0,High
22557,3.83,8.29,2.96,1.67,2.97,9.22,0.23,0.243,0.634,0.125,0.245,Moderate
22558,5.6,10.01,2.02,1.31,4.02,10.0,0.15,0.213,0.351,0.498,0.584,Moderate
22559,7.96,5.81,2.21,2.66,7.39,5.89,0.28,0.878,0.854,0.465,1.0,High
22560,7.3,6.9,2.84,0.56,3.44,10.0,0.67,0.802,0.414,0.916,1.0,High
22561,3.1,9.72,1.26,0.41,2.47,9.76,0.21,0.136,0.281,0.208,0.275,Moderate
22562,5.7,7.73,0.37,0.91,2.99,10.0,0.05,0.211,0.654,0.151,0.0,Low
22563,3.83,8.01,1.76,0.7,3.11,10.0,0.34,0.294,0.493,0.508,0.438,Moderate
22564,6.7,8.4,1.86,0.06,4.61,8.98,0.99,0.568,0.392,0.429,0.661,Moderate
22565,6.01,9.21,1.0,2.12,3.57,10.0,0.17,0.342,0.603,0.584,0.522,Moderate
22566,7.73,7.4,0.09,2.74,3.26,10.0,1.13,0.766,0.615,0.476,0.635,High
22567,4.85,6.65,0.71,0.68,8.07,10.0,1.17,1.0,0.832,0.705,1.0,High
22568,5.52,8.11,0.65,0.66,2.15,9.03,0.11,0.309,0.722,0.0,0.0,Low
22569,3.05,9.28,3.02,0.36,5.22,7.57,0.46,0.135,0.434,0.089,0.195,Moderate
22570,3.15,7.78,0.56,0.02,6.28,9.93,1.77,0.214,0.418,0.058,0.022,Moderate
22571,5.27,9.63,1.54,0.28,3.65,9.85,0.4,0.25,0.444,0.298,0.3,Moderate
22572,5.6,8.52,0.38,1.16,2.48,10.0,0.29,0.419,0.428,0.646,0.452,Moderate
22573,10.47,5.27,0.0,0.14,2.68,4.14,2.6,1.0,0.324,1.0,1.0,High
22574,3.09,9.42,8.0,0.09,2.07,8.57,2.82,0.057,0.0,0.301,0.097,Low
22575,7.14,7.98,0.0,1.6,6.07,10.0,3.03,0.031,0.279,0.194,0.0,Low
22576,4.11,7.86,0.69,0.6,3.8,10.0,2.92,0.38,0.406,0.772,0.592,Moderate
22577,4.62,7.02,0.71,0.25,2.98,10.0,0.67,0.0,0.648,0.3,0.203,Moderate
22578,4.32,8.12,0.48,0.51,2.7,9.23,0.48,1.0,0.929,0.744,1.0,High
22579,8.06,6.46,0.0,0.62,7.09,5.63,1.87,0.781,0.714,0.683,0.919,High
22580,5.55,8.25,0.34,0.63,3.1,10.0,1.54,0.0,0.443,0.256,0.0,Low
22581,7.61,6.98,0.93,0.85,2.12,10.0,0.08,0.772,0.45,0.688,0.485,Moderate
22582,4.13,8.99,0.82,0.02,2.66,8.96,2.34,0.0,0.295,0.0,0.0,Low
22583,4.63,8.54,0.81,0.01,5.92,9.93,0.04,0.419,0.371,0.65,0.27,Moderate
22584,3.13,9.6,0.51,0.33,4.22,10.0,1.17,0.0,0.48,0.0,0.0,Low
22585,8.84,7.44,1.23,0.08,2.47,10.0,0.66,0.829,0.677,0.658,0.707,High
22586,4.9,9.24,2.7,0.48,3.24,10.0,1.77,0.0,0.272,0.107,0.0,Low
22587,3.33,7.87,0.74,1.03,6.51,10.0,0.25,0.378,0.453,0.206,0.547,Moderate
22588,2.63,10.09,2.79,0.31,3.17,8.7,2.2,0.004,0.332,0.353,0.055,Low
22589,4.74,10.26,0.47,0.06,2.64,9.83,0.28,0.339,0.672,0.078,0.04,Low
22590,6.46,8.92,0.93,0.37,2.15,8.07,0.86,0.413,0.439,0.3,0.083,Low
22591,9.05,5.24,0.44,0.02,1.57,2.57,0.26,1.0,0.693,0.963,1.0,High
22592,2.56,10.71,1.6,0.79,5.86,8.11,0.14,0.208,0.087,0.302,0.084,Moderate
22593,11.54,6.68,3.01,0.26,5.16,9.8,1.52,1.0,0.538,0.979,1.0,High
22594,5.7,8.97,0.34,0.04,3.15,8.37,0.18,0.239,0.515,0.714,0.664,Moderate
22595,6.58,6.8,1.38,0.85,4.59,10.0,0.16,0.129,0.634,0.206,0.205,Moderate
22596,10.52,4.77,0.0,0.17,2.82,5.52,2.34,1.0,0.916,1.0,1.0,High
22597,7.19,8.91,0.0,0.07,4.6,9.38,1.03,0.577,0.439,0.484,0.191,Moderate
22598,5.68,7.45,0.5,0.93,3.87,8.73,0.01,0.394,0.402,0.577,0.499,Moderate
22599,0.63,8.85,5.47,2.44,8.42,8.2,0.52,0.259,0.237,0.601,0.272,Moderate
22600,3.01,7.27,0.83,0.27,7.73,10.0,0.3,0.703,0.638,0.644,0.752,High
22601,3.2,7.04,1.37,2.19,1.69,9.77,0.23,0.551,0.635,0.0,0.31,Moderate
22602,3.49,8.7,0.92,2.08,1.31,8.13,1.61,0.0,0.297,0.0,0.0,Low
22603,2.22,10.07,0.96,0.09,5.2,9.28,0.34,0.0,0.499,0.371,0.0,Low
22604,3.65,8.95,1.22,0.19,2.04,8.1,0.26,0.244,0.716,0.0,0.121,Low
22605,10.27,6.19,0.45,0.35,1.53,2.35,0.48,1.0,0.916,1.0,1.0,High
22606,4.1,9.85,3.56,0.76,4.38,10.0,0.06,0.135,0.262,0.188,0.341,Moderate
22607,7.85,8.68,4.09,0.86,1.92,9.93,0.07,0.514,0.379,0.258,0.426,Moderate
22608,2.62,8.07,2.67,0.14,3.69,8.61,0.07,0.35,0.634,0.306,0.34,Moderate
22609,3.82,8.78,1.19,1.37,5.52,9.25,0.16,0.0,0.692,0.319,0.107,Low
22610,9.95,6.57,0.0,0.07,3.13,8.31,0.14,0.905,0.889,0.64,1.0,High
22611,1.72,9.01,1.51,0.6,4.53,6.58,2.74,0.0,0.388,0.623,0.0,Low
22612,7.83,7.65,4.79,0.36,2.68,10.0,0.23,0.236,0.429,0.358,0.323,Moderate
22613,4.86,9.72,0.12,0.35,2.69,9.4,0.35,0.024,0.726,0.294,0.0,Low
22614,5.64,5.93,1.44,0.83,4.87,4.84,1.82,0.436,0.461,0.714,0.795,Moderate
22615,2.52,9.28,1.03,0.4,3.21,9.93,0.1,0.381,0.58,0.186,0.531,Moderate
22616,4.27,8.58,0.79,0.01,1.58,9.77,2.28,0.072,0.56,0.623,0.289,Moderate
22617,6.36,7.45,0.0,0.02,4.29,9.12,0.52,0.514,0.475,0.482,0.416,Moderate
22618,1.9,10.03,2.04,0.02,2.42,10.0,0.17,0.373,0.352,0.424,0.365,Moderate
22619,10.55,5.97,5.21,0.47,2.74,5.61,1.13,1.0,0.379,1.0,1.0,High
22620,2.22,8.42,4.33,1.01,4.39,10.0,0.94,0.526,0.17,0.536,0.455,Moderate
22621,3.86,9.37,2.34,0.09,4.46,9.55,0.96,0.64,0.455,0.356,0.678,Moderate
22622,6.92,6.24,0.12,1.23,1.7,5.53,0.1,1.0,0.741,0.524,1.0,High
22623,8.17,6.37,5.77,0.97,4.98,5.24,0.0,0.766,0.488,0.579,0.73,High
22624,6.61,6.77,2.0,0.06,2.54,8.44,2.2,0.143,0.27,0.517,0.671,Moderate
22625,5.79,9.6,0.63,0.99,6.58,8.4,1.44,0.0,0.567,0.0,0.0,Low
22626,6.52,7.79,2.96,0.33,5.27,10.0,1.2,0.399,0.126,0.0,0.36,Moderate
22627,4.77,6.87,3.48,2.56,7.27,10.0,3.59,0.199,0.367,0.772,0.125,Low
22628,5.98,8.09,4.27,0.85,4.48,10.0,0.61,0.137,0.3,0.195,0.43,Moderate
22629,2.86,7.8,1.49,0.43,3.75,6.86,0.22,0.19,0.606,0.134,0.312,Moderate
22630,7.2,7.69,0.0,0.22,3.59,10.0,0.22,0.155,0.479,0.255,0.134,Moderate
22631,6.0,6.49,3.89,0.12,4.63,6.31,0.87,0.134,0.06,0.0,0.384,Moderate
22632,3.38,7.21,4.2,0.58,2.98,9.64,0.56,0.329,0.0,0.598,0.415,Moderate
22633,11.05,6.77,2.05,0.59,1.68,9.93,2.29,0.96,0.536,1.0,1.0,High
22634,9.9,5.83,0.0,0.22,3.08,4.37,0.29,1.0,1.0,0.773,1.0,High
22635,0.96,10.85,0.78,2.67,3.74,8.76,0.31,0.099,0.551,0.0,0.0,Low
22636,7.49,5.09,0.0,0.1,5.67,5.03,0.17,0.828,0.92,0.863,1.0,High
22637,9.62,7.14,2.84,0.49,2.43,9.95,1.03,0.975,0.282,0.284,1.0,High
22638,4.25,7.95,1.78,0.06,5.01,9.67,1.21,0.054,0.44,0.288,0.0,Low
22639,3.42,9.46,1.44,0.6,2.59,9.71,1.18,0.272,0.821,0.572,0.799,Moderate
22640,2.57,8.61,6.06,0.81,4.75,9.97,0.23,0.394,0.272,0.396,0.47,Moderate
22641,3.28,9.39,0.92,0.09,5.11,9.6,0.16,0.468,0.621,0.262,0.015,Low
22642,3.71,8.35,1.36,0.58,2.97,10.0,0.04,0.617,0.822,0.273,0.447,Moderate
22643,5.41,8.13,2.74,0.76,3.66,10.0,0.46,0.332,0.391,0.424,0.256,Moderate
22644,3.66,9.96,1.24,3.07,4.39,9.16,1.5,0.0,0.102,0.415,0.0,Low
22645,4.66,8.35,0.95,0.13,1.98,10.0,1.93,0.0,0.262,0.071,0.0,Low
22646,4.8,7.62,0.4,0.07,3.75,10.0,0.37,0.218,0.542,0.492,0.423,Moderate
22647,3.69,7.68,6.63,0.14,4.18,10.0,0.06,0.541,0.237,0.371,0.294,Moderate
22648,9.21,7.19,0.0,2.85,2.42,8.19,0.18,0.969,0.587,0.509,1.0,High
22649,9.81,7.62,3.3,0.63,3.02,8.85,2.77,1.0,0.631,0.923,1.0,High
22650,10.67,6.86,0.0,1.25,0.82,8.99,2.61,0.741,0.754,0.636,0.952,High
22651,6.16,9.51,3.17,0.55,3.06,9.59,2.37,0.511,0.294,0.369,0.669,Moderate
22652,6.4,7.98,0.77,3.6,4.43,9.98,0.79,0.0,0.388,0.0,0.0,Low
22653,0.91,9.04,0.8,0.02,4.56,6.83,0.5,0.322,0.619,0.244,0.238,Low
22654,0.51,11.0,2.63,2.28,4.46,7.82,1.02,0.374,0.508,0.477,0.314,Moderate
22655,6.89,6.17,0.36,0.43,4.19,5.11,0.9,0.689,0.761,0.828,0.673,High
22656,4.62,7.5,2.56,3.31,3.34,9.72,0.51,0.747,0.309,0.146,0.428,Moderate
22657,7.51,7.37,0.0,0.05,3.4,9.59,0.39,0.025,0.787,0.421,0.169,Moderate
22658,10.28,5.3,8.0,0.51,4.29,4.09,1.09,1.0,0.0,1.0,1.0,High
22659,4.28,8.97,1.64,0.49,5.17,10.0,1.51,0.449,0.682,0.265,0.346,Moderate
22660,2.92,8.47,0.84,0.25,2.56,10.0,0.32,0.658,0.62,0.526,0.546,Moderate
22661,4.03,9.57,1.92,2.72,3.46,10.0,1.64,0.0,0.609,0.04,0.0,Low
22662,3.41,9.22,8.0,0.42,6.7,8.4,0.33,0.257,0.111,0.286,0.323,Moderate
22663,4.07,10.4,1.2,0.15,4.13,10.0,3.06,0.0,0.385,0.109,0.0,Low
22664,4.79,6.48,2.39,0.94,4.89,5.73,1.74,0.253,0.589,0.41,0.564,Moderate
22665,7.73,7.69,3.09,0.8,1.97,9.62,0.08,0.569,0.418,0.481,0.867,High
22666,4.4,8.52,2.24,0.27,4.51,9.52,0.07,0.0,0.578,0.062,0.005,Low
22667,4.66,8.42,2.23,2.14,3.72,8.56,0.19,0.513,0.479,0.956,0.408,Moderate
22668,1.82,8.87,1.81,0.55,3.38,7.27,0.24,0.0,0.534,0.332,0.0,Low
22669,4.37,8.72,2.77,2.35,4.23,10.0,0.06,0.059,0.416,0.059,0.152,Moderate
22670,4.81,6.27,1.78,1.03,4.79,5.28,0.01,0.471,0.756,0.402,0.882,High
22671,7.41,5.33,1.11,0.6,4.45,4.94,0.29,1.0,0.589,0.955,1.0,High
22672,6.73,6.74,2.25,0.35,1.5,10.0,0.17,0.159,0.564,0.573,0.492,Moderate
22673,8.56,4.92,1.57,0.15,3.44,5.2,0.85,1.0,0.343,0.989,1.0,High
22674,2.51,9.43,0.53,0.36,4.97,9.79,0.03,0.382,0.768,0.046,0.476,Moderate
22675,7.86,6.17,2.16,2.71,2.6,4.77,0.19,0.825,0.803,0.55,1.0,High
22676,4.99,8.1,3.01,0.2,0.78,9.46,1.42,0.371,0.503,0.7,0.455,Moderate
22677,1.91,9.53,1.1,0.56,4.33,10.0,0.02,0.0,0.802,0.0,0.0,Low
22678,4.04,8.33,1.1,0.76,2.23,10.0,0.09,0.141,0.681,0.376,0.172,Low
22679,6.71,8.22,0.44,0.43,3.76,8.78,3.01,0.191,0.421,0.548,0.282,Moderate
22680,3.95,8.05,2.02,1.33,6.82,9.82,2.8,0.281,0.106,0.292,0.343,Moderate
22681,6.12,7.69,5.06,2.26,3.52,10.0,0.18,0.0,0.212,0.401,0.099,Low
22682,5.58,7.44,0.97,2.54,4.59,7.55,0.23,0.427,0.955,0.178,0.373,Moderate
22683,8.05,8.02,5.1,1.42,2.86,10.0,0.16,0.632,0.365,0.445,0.609,High
22684,10.39,4.93,3.74,0.55,4.36,2.04,0.09,1.0,0.299,1.0,1.0,High
22685,4.61,8.66,1.62,1.16,3.83,9.19,0.22,0.005,0.5,0.247,0.304,Moderate
22686,4.63,9.81,0.55,1.43,3.14,9.49,0.02,0.138,0.363,0.422,0.228,Moderate
22687,4.92,8.65,1.82,0.14,5.65,10.0,1.53,0.37,0.549,0.154,0.315,Moderate
22688,4.11,7.86,1.9,1.52,4.06,10.0,0.1,0.19,0.463,0.526,0.173,Moderate
22689,6.74,7.88,0.56,1.34,5.93,10.0,0.01,0.144,0.637,0.426,0.157,Moderate
22690,5.19,7.43,3.67,0.98,4.15,8.83,0.13,0.45,0.089,0.184,0.57,Moderate
22691,3.55,9.74,2.58,2.49,3.38,8.49,2.74,0.0,0.172,0.037,0.0,Low
22692,1.7,9.76,5.09,0.05,3.47,8.42,0.97,0.013,0.298,0.347,0.445,Moderate
22693,2.53,9.18,3.14,1.23,2.51,9.34,0.82,0.175,0.481,0.058,0.124,Low
22694,9.79,7.88,3.15,0.46,1.87,9.0,0.05,1.0,0.772,0.577,0.844,High
22695,4.02,8.56,3.56,0.53,4.1,8.38,0.69,0.116,0.333,0.363,0.162,Moderate
22696,5.65,6.46,0.35,0.05,4.48,5.76,2.71,0.5,0.406,0.404,0.485,Moderate
22697,3.45,8.75,2.34,2.55,3.56,7.11,2.21,0.136,0.33,0.611,0.0,Low
22698,9.77,6.2,0.17,1.55,4.84,3.47,1.24,0.801,0.341,0.584,0.868,High
22699,8.15,7.02,0.37,0.18,3.57,9.43,0.12,0.482,0.454,0.683,0.558,Moderate
22700,7.49,7.77,1.45,1.08,3.43,9.39,1.34,0.704,0.615,0.422,0.83,High
22701,7.26,8.06,0.89,2.21,4.11,10.0,0.35,0.201,0.522,0.033,0.155,Moderate
22702,5.6,6.85,3.9,0.33,6.54,7.82,0.05,0.793,0.368,0.628,0.619,High
22703,8.79,6.84,0.34,0.4,3.48,9.57,0.38,0.77,0.873,1.0,0.944,High
22704,2.74,8.74,3.65,0.15,1.17,6.97,0.22,0.19,0.088,0.251,0.309,Low
22705,4.29,8.61,8.0,0.99,0.84,8.51,2.38,0.477,0.019,0.085,0.454,Moderate
22706,4.53,8.73,0.42,1.76,3.77,8.92,0.65,0.344,0.395,0.423,0.5,Moderate
22707,3.89,8.47,3.61,0.41,1.37,10.0,0.95,0.168,0.074,0.223,0.3,Moderate
22708,10.13,5.13,2.82,2.35,2.08,4.78,0.19,1.0,0.496,1.0,1.0,High
22709,9.06,6.63,5.06,2.42,3.5,10.0,0.02,0.781,0.706,0.39,0.744,High
22710,6.96,8.63,0.0,1.0,2.97,10.0,0.51,0.24,0.669,0.559,0.197,Moderate
22711,6.79,6.41,5.6,0.4,0.98,5.4,1.64,0.213,0.0,0.587,0.125,Low
22712,4.66,9.63,0.3,0.06,1.4,9.96,0.93,0.28,0.608,0.088,0.345,Moderate
22713,7.97,5.42,3.41,0.99,2.82,7.76,0.51,0.66,0.588,0.384,0.706,High
22714,6.04,7.98,0.86,1.35,4.43,10.0,0.24,0.132,0.608,0.52,0.0,Low
22715,4.81,7.6,0.66,0.07,4.3,9.21,0.29,0.185,0.821,0.245,0.025,Moderate
22716,4.09,8.44,5.07,0.79,4.81,9.48,0.41,0.216,0.29,0.207,0.331,Moderate
22717,3.07,9.55,2.87,0.24,4.88,10.0,3.7,0.383,0.357,0.538,0.067,Low
22718,6.39,8.59,0.67,0.34,4.44,10.0,0.41,0.0,0.52,0.106,0.0,Low
22719,11.34,7.21,3.96,0.51,2.34,9.12,0.28,1.0,0.641,0.541,0.951,High
22720,3.49,7.12,1.28,0.55,6.26,10.0,2.33,0.198,0.494,0.366,0.296,Moderate
